code_muni,tmax_mean,tmin_mean,pr_mean,rh_mean,rs_mean
1503200,23.536777868582714,17.66312206902939,41.21707136249039,64.33367047878201,11.242129635697607
1503309,24.26801640267086,18.053299362771213,81.55288756309271,63.045724614503676,12.716827154837269
1503408,23.838515050014035,17.760185176145914,36.26851746513915,64.45819345801334,11.406291090078792
1503457,24.053037111275774,17.030375561174093,170.1272468008183,63.66076141466417,12.42597141510374
1503507,23.802261028346987,17.351739744870034,54.719473828384956,64.70727013786511,11.671727542752322
1503606,23.597726315574747,16.8086917424146,946.1458108019342,61.90305877795242,12.418118030987156
1503705,23.846485420729213,16.450524893619924,123.30009152633598,61.28345835763314,12.636445086960956
1503754,23.82362202939713,16.570670777363397,691.3786264434901,61.04100729301222,11.83079832466975
1503804,24.003398918472406,16.604177253906716,38.531861265308876,60.96146021895504,12.55427074313225
1503903,23.831979714194095,17.805866317325076,153.53811145916967,63.29727944987061,12.71828207977011
1504000,24.295857548897324,18.082773508486543,55.68569576883942,63.35248069874199,12.811035880434192
1504059,23.846847682089454,17.326741359778133,30.818074487381452,64.73209937646801,11.803287687033695
1504109,23.32911055852952,17.877030553121312,27.28391517095154,64.20682405556242,11.209028596873942
1504208,23.921894997288362,16.245373323909554,235.6596909772666,61.350852994781704,12.817985886961502
1504307,23.328453183545786,17.783725405514172,41.49086879704043,64.18898684467831,11.21069984975765
1504406,23.443262623915963,17.88088317109193,37.32630426789655,64.22959134785432,11.222862662238118
1504422,24.301688958580296,17.824913219721473,18.50362167663986,64.060183485161,11.392181304197084
1504455,23.417391824348012,17.17427623936548,149.78361863495493,62.176528120076746,12.185148822873865
1504505,24.120323667355198,17.450514175867916,156.31838982266783,62.98029288235055,12.489438695299654
1504604,24.198770921633628,17.91914186574641,37.6485708494099,62.50750672889375,12.922394811757293
1504703,24.207992867745915,17.321025635487455,241.07482484015586,63.06785714133105,12.5246104558169
1504802,22.58412707425619,17.011708817151792,290.86818303253654,62.75566290358318,13.068799715349233
1504901,24.190086605482048,18.09491076323033,128.65343308895243,63.32100878704881,12.495339659182573
1504950,23.926318408562825,17.05088050332043,108.81452009661622,64.1502887103969,12.329176610781692
1504976,24.266391016455465,16.578269318585665,39.31755044917913,60.85363848437009,12.701921373384922
1505007,23.523319341439073,17.53628113413527,35.2249329640635,64.2310121628071,11.233453844044305
1505031,23.4302687910451,16.11262595132343,437.0711327720885,60.307897496286415,12.091103614723318
1505064,23.651078160852194,16.791937881617198,266.63060787612113,61.5087055502713,12.325558650635287
1505106,22.796959418156337,16.757503478250033,420.44842061432075,62.49908950186811,12.697214574898492
1505205,24.236201748304385,17.71950125125862,108.2724785858564,62.82539798417282,12.88675250228442
1505304,23.373268215239328,16.869805394903594,1311.4716898337933,62.006489535452616,12.686291161469871
1505403,23.67117620124853,17.246264190994587,37.354680619996145,64.4455148188065,11.425055244111155
1505437,23.62141796932534,15.813794354527769,200.20771266922597,61.150262260730834,12.535031341112486
1505486,23.840274315309916,16.48910477656014,235.54355921202318,61.637726942890545,12.167249444002032
1505494,24.507645454834883,16.573141280159422,32.812477581784954,59.60828936233802,13.11625583579178
1505502,24.045967371950688,16.87648119263246,370.1585194101802,63.13152954573503,12.742162136159871
1505536,23.52593337705997,15.72841559847196,113.50730529616679,61.823063015867845,12.827561216140298
